ProductKey,Order Number,Line Item,Order Date,Delivery Date,CustomerKey,StoreKey,Quantity,Currency Code
68,1081012,2,2017-12-16,2017-12-19,1357991,0,1,USD
455,1081013,1,2017-12-16,,1481250,63,1,USD
1491,1081013,2,2017-12-16,,1481250,63,3,USD
1261,1081013,3,2017-12-16,,1481250,63,4,USD
1115,1081013,4,2017-12-16,,1481250,63,1,USD
2174,1081013,5,2017-12-16,,1481250,63,5,USD
22,1081013,6,2017-12-16,,1481250,63,1,USD
416,1081016,1,2017-12-16,2017-12-22,1484805,0,2,USD
1570,1081016,2,2017-12-16,2017-12-22,1484805,0,3,USD
523,1081016,3,2017-12-16,2017-12-22,1484805,0,1,USD
112,1081016,4,2017-12-16,2017-12-22,1484805,0,7,USD
423,1081017,1,2017-12-16,,1472278,48,8,USD
105,1081018,1,2017-12-16,,1025021,38,4,GBP
1601,1081018,2,2017-12-16,,1025021,38,6,GBP
159,1081018,3,2017-12-16,,1025021,38,1,GBP
1562,1081018,4,2017-12-16,,1025021,38,1,GBP
1692,1081019,1,2017-12-16,,1064325,38,1,GBP
458,1081019,2,2017-12-16,,1064325,38,3,GBP
896,1081019,3,2017-12-16,,1064325,38,1,GBP
136,1081019,4,2017-12-16,,1064325,38,1,GBP
425,1081020,1,2017-12-16,,883088,33,3,EUR
1722,1081021,1,2017-12-16,,1566584,57,7,USD
1445,1081021,2,2017-12-16,,1566584,57,1,USD
1815,1081021,3,2017-12-16,,1566584,57,5,USD
1636,1081022,1,2017-12-16,,1737591,64,3,USD
2246,1081022,2,2017-12-16,,1737591,64,5,USD
2096,1081023,1,2017-12-16,2017-12-21,1189747,0,7,GBP
1699,1081024,1,2017-12-16,2017-12-18,1929786,0,2,USD
443,1081024,2,2017-12-16,2017-12-18,1929786,0,3,USD
2176,1081025,1,2017-12-16,2017-12-22,1367070,0,7,USD
432,1081025,2,2017-12-16,2017-12-22,1367070,0,3,USD
1526,1081026,1,2017-12-16,,1701621,50,3,USD
391,1081027,1,2017-12-16,,883649,31,6,EUR
1788,1081027,2,2017-12-16,,883649,31,3,EUR
353,1081027,3,2017-12-16,,883649,31,2,EUR
2510,1081027,4,2017-12-16,,883649,31,4,EUR
2506,1081027,5,2017-12-16,,883649,31,5,EUR
436,1081027,6,2017-12-16,,883649,31,10,EUR
1464,1081028,1,2017-12-16,,1594919,56,1,USD
58,1081029,1,2017-12-16,,2084403,50,5,USD
363,1081030,1,2017-12-16,,227654,10,3,CAD
187,1081031,1,2017-12-16,,1465827,54,2,USD
86,1081031,2,2017-12-16,,1465827,54,9,USD
240,1081032,1,2017-12-16,,1040916,38,1,GBP
1607,1081032,2,2017-12-16,,1040916,38,4,GBP
1610,1081032,3,2017-12-16,,1040916,38,2,GBP
158,1081032,4,2017-12-16,,1040916,38,3,GBP
491,1082000,1,2017-12-17,2017-12-20,1096502,0,1,GBP
227,1082000,2,2017-12-17,2017-12-20,1096502,0,1,GBP
1095,1082000,3,2017-12-17,2017-12-20,1096502,0,4,GBP
460,1082000,4,2017-12-17,2017-12-20,1096502,0,1,GBP
460,1082001,1,2017-12-17,,1125351,42,1,GBP
1235,1082002,1,2017-12-17,2017-12-22,690190,0,1,EUR
1259,1082002,2,2017-12-17,2017-12-22,690190,0,2,EUR
1500,1082002,3,2017-12-17,2017-12-22,690190,0,10,EUR
1582,1083000,1,2017-12-18,,1064597,38,7,GBP
1654,1083000,2,2017-12-18,,1064597,38,1,GBP
1619,1083000,3,2017-12-18,,1064597,38,7,GBP
150,1083000,4,2017-12-18,,1064597,38,4,GBP
1558,1083000,5,2017-12-18,,1064597,38,3,GBP
695,1083000,6,2017-12-18,,1064597,38,2,GBP
2495,1083000,7,2017-12-18,,1064597,38,5,GBP
1823,1083001,1,2017-12-18,,1972249,47,1,USD
1702,1083002,1,2017-12-18,,292203,10,1,CAD
1641,1083002,2,2017-12-18,,292203,10,3,CAD
11,1083003,1,2017-12-18,,1271239,59,1,USD
738,1083003,3,2017-12-18,,1271239,59,4,USD
47,1083003,4,2017-12-18,,1271239,59,2,USD
458,1083004,1,2017-12-18,,360610,8,3,CAD
612,1083004,2,2017-12-18,,360610,8,1,CAD
1413,1083005,1,2017-12-18,,1651927,63,5,USD
88,1083005,2,2017-12-18,,1651927,63,4,USD
155,1083005,3,2017-12-18,,1651927,63,2,USD
1568,1083005,4,2017-12-18,,1651927,63,1,USD
1452,1083008,1,2017-12-18,,631500,15,1,EUR
1607,1083008,2,2017-12-18,,631500,15,2,EUR
1890,1083009,1,2017-12-18,,505656,22,5,EUR
1544,1083009,2,2017-12-18,,505656,22,8,EUR
2420,1083009,3,2017-12-18,,505656,22,1,EUR
1323,1083010,1,2017-12-18,,1305152,65,2,USD
1890,1083010,2,2017-12-18,,1305152,65,7,USD
90,1083010,3,2017-12-18,,1305152,65,1,USD
444,1083011,1,2017-12-18,,1947876,45,3,USD
2049,1083012,1,2017-12-18,2017-12-25,1389440,0,6,USD
1265,1083012,2,2017-12-18,2017-12-25,1389440,0,3,USD
1498,1083013,1,2017-12-18,,1418109,50,2,USD
436,1083013,2,2017-12-18,,1418109,50,4,USD
73,1083014,1,2017-12-18,,791753,29,4,EUR
2159,1083015,1,2017-12-18,,1489269,66,1,USD
643,1083015,2,2017-12-18,,1489269,66,3,USD
2178,1083015,3,2017-12-18,,1489269,66,1,USD
430,1083015,4,2017-12-18,,1489269,66,1,USD
1620,1083015,5,2017-12-18,,1489269,66,4,USD
1614,1083015,6,2017-12-18,,1489269,66,3,USD
493,1083015,7,2017-12-18,,1489269,66,3,USD
485,1084000,1,2017-12-19,,1668822,61,2,USD
2096,1084000,2,2017-12-19,,1668822,61,1,USD
450,1084001,1,2017-12-19,2017-12-23,1449949,0,2,USD
1654,1084002,1,2017-12-19,,2092654,61,4,USD
1589,1084003,1,2017-12-19,,403915,27,1,EUR
1631,1084003,2,2017-12-19,,403915,27,10,EUR
51,1084003,3,2017-12-19,,403915,27,3,EUR
49,1084003,4,2017-12-19,,403915,27,2,EUR
1756,1084003,5,2017-12-19,,403915,27,1,EUR
1723,1084003,6,2017-12-19,,403915,27,5,EUR
151,1084004,1,2017-12-19,,1314,1,1,AUD
2083,1084004,2,2017-12-19,,1314,1,5,AUD
641,1084004,3,2017-12-19,,1314,1,1,AUD
2267,1084004,4,2017-12-19,,1314,1,2,AUD
85,1084004,5,2017-12-19,,1314,1,4,AUD
67,1084005,1,2017-12-19,,2034808,47,1,USD
1179,1084006,1,2017-12-19,,842205,34,1,EUR
1844,1084007,1,2017-12-19,,1428180,59,3,USD
1277,1084007,2,2017-12-19,,1428180,59,2,USD
1546,1084007,3,2017-12-19,,1428180,59,5,USD
319,1084007,4,2017-12-19,,1428180,59,2,USD
73,1084007,5,2017-12-19,,1428180,59,1,USD
1646,1084007,6,2017-12-19,,1428180,59,2,USD
451,1084007,7,2017-12-19,,1428180,59,1,USD
732,1084008,1,2017-12-19,,719193,30,3,EUR
320,1084008,2,2017-12-19,,719193,30,2,EUR
351,1084008,3,2017-12-19,,719193,30,1,EUR
1425,1084009,1,2017-12-19,,1564526,53,1,USD
1485,1084009,2,2017-12-19,,1564526,53,4,USD
66,1084011,1,2017-12-19,,1895637,44,2,USD
1270,1084012,1,2017-12-19,2017-12-23,1659040,0,1,USD
1594,1084012,2,2017-12-19,2017-12-23,1659040,0,2,USD
84,1084013,1,2017-12-19,2017-12-22,561584,0,2,EUR
1011,1084013,2,2017-12-19,2017-12-22,561584,0,1,EUR
183,1084013,3,2017-12-19,2017-12-22,561584,0,5,EUR
2072,1084013,4,2017-12-19,2017-12-22,561584,0,2,EUR
2307,1084013,5,2017-12-19,2017-12-22,561584,0,4,EUR
1830,1084013,6,2017-12-19,2017-12-22,561584,0,2,EUR
1614,1084014,1,2017-12-19,,1531565,61,2,USD
2099,1084015,1,2017-12-19,,1962303,56,1,USD
1622,1084015,2,2017-12-19,,1962303,56,2,USD
1541,1084016,1,2017-12-19,,643159,15,2,EUR
1375,1084016,2,2017-12-19,,643159,15,2,EUR
1413,1084016,3,2017-12-19,,643159,15,1,EUR
1617,1084017,1,2017-12-19,2017-12-26,2038771,0,6,USD
419,1084017,2,2017-12-19,2017-12-26,2038771,0,3,USD
1925,1084017,3,2017-12-19,2017-12-26,2038771,0,3,USD
1730,1084019,1,2017-12-19,,227898,8,4,CAD
1366,1084019,2,2017-12-19,,227898,8,3,CAD
1403,1084019,3,2017-12-19,,227898,8,1,CAD
428,1084019,4,2017-12-19,,227898,8,2,CAD
124,1084019,5,2017-12-19,,227898,8,1,CAD
2051,1084020,1,2017-12-19,,1694419,50,1,USD
2092,1084021,1,2017-12-19,,1256108,48,4,USD
1602,1084021,2,2017-12-19,,1256108,48,3,USD
112,1084021,3,2017-12-19,,1256108,48,2,USD
1688,1084021,5,2017-12-19,,1256108,48,2,USD
1141,1084021,6,2017-12-19,,1256108,48,2,USD
1564,1084021,7,2017-12-19,,1256108,48,2,USD
85,1084022,1,2017-12-19,2017-12-21,1972624,0,1,USD
1561,1084022,2,2017-12-19,2017-12-21,1972624,0,3,USD
661,1085001,1,2017-12-20,,1026914,42,4,GBP
62,1085001,2,2017-12-20,,1026914,42,2,GBP
457,1085002,1,2017-12-20,,1074065,41,5,GBP
1670,1085002,2,2017-12-20,,1074065,41,3,GBP
515,1085002,3,2017-12-20,,1074065,41,1,GBP
499,1085003,1,2017-12-20,,790329,29,5,EUR
1551,1085003,2,2017-12-20,,790329,29,9,EUR
1623,1085003,3,2017-12-20,,790329,29,8,EUR
1706,1085003,4,2017-12-20,,790329,29,6,EUR
57,1085003,5,2017-12-20,,790329,29,3,EUR
46,1085003,6,2017-12-20,,790329,29,1,EUR
1631,1085003,7,2017-12-20,,790329,29,3,EUR
423,1085004,1,2017-12-20,,788834,30,5,EUR
48,1085004,2,2017-12-20,,788834,30,1,EUR
98,1085005,1,2017-12-20,2017-12-22,1763841,0,4,USD
2512,1085005,3,2017-12-20,2017-12-22,1763841,0,1,USD
1935,1085005,4,2017-12-20,2017-12-22,1763841,0,3,USD
88,1085006,1,2017-12-20,,1460919,43,2,USD
1287,1085006,2,2017-12-20,,1460919,43,1,USD
102,1085006,3,2017-12-20,,1460919,43,2,USD
426,1085006,4,2017-12-20,,1460919,43,1,USD
2471,1085006,5,2017-12-20,,1460919,43,6,USD
167,1085007,1,2017-12-20,2017-12-29,1888585,0,7,USD
402,1085009,1,2017-12-20,2017-12-23,1325310,0,2,USD
49,1085010,1,2017-12-20,,1570164,63,1,USD
1499,1085010,2,2017-12-20,,1570164,63,1,USD
1586,1085011,1,2017-12-20,2017-12-25,502406,0,1,EUR
1646,1085012,1,2017-12-20,2017-12-25,1735272,0,1,USD
1572,1085012,2,2017-12-20,2017-12-25,1735272,0,8,USD
1971,1085013,1,2017-12-20,,1402096,55,6,USD
83,1085013,2,2017-12-20,,1402096,55,6,USD
443,1085014,1,2017-12-20,,2045928,57,2,USD
485,1085015,1,2017-12-20,2017-12-23,433554,0,3,EUR
1568,1085015,2,2017-12-20,2017-12-23,433554,0,2,EUR
1513,1085015,3,2017-12-20,2017-12-23,433554,0,2,EUR
1701,1085015,4,2017-12-20,2017-12-23,433554,0,5,EUR
2514,1085016,1,2017-12-20,,381223,9,2,CAD
611,1085017,1,2017-12-20,,1240472,54,1,USD
1449,1085017,2,2017-12-20,,1240472,54,4,USD
1327,1085018,1,2017-12-20,2017-12-25,727285,0,1,EUR
25,1085018,2,2017-12-20,2017-12-25,727285,0,1,EUR
47,1085018,3,2017-12-20,2017-12-25,727285,0,4,EUR
111,1085018,4,2017-12-20,2017-12-25,727285,0,1,EUR
1936,1085019,1,2017-12-20,,1355953,51,4,USD
1594,1085019,2,2017-12-20,,1355953,51,3,USD
2037,1085020,1,2017-12-20,2017-12-25,1635130,0,5,USD
112,1085020,2,2017-12-20,2017-12-25,1635130,0,1,USD
92,1085021,1,2017-12-20,,1313665,66,2,USD
1445,1085022,1,2017-12-20,,1085466,39,1,GBP
67,1085023,1,2017-12-20,,197655,5,1,AUD
1636,1085024,1,2017-12-20,,328714,8,3,CAD
2122,1085025,1,2017-12-20,,40649,5,5,AUD
444,1085025,2,2017-12-20,,40649,5,2,AUD
1133,1085026,1,2017-12-20,,1938850,43,5,USD
1622,1085026,2,2017-12-20,,1938850,43,8,USD
112,1085027,1,2017-12-20,,807958,33,3,EUR
2008,1085028,1,2017-12-20,,1032154,37,1,GBP
2513,1085029,1,2017-12-20,2017-12-24,524848,0,2,EUR
447,1085029,2,2017-12-20,2017-12-24,524848,0,6,EUR
428,1085029,3,2017-12-20,2017-12-24,524848,0,4,EUR
1687,1085029,4,2017-12-20,2017-12-24,524848,0,2,EUR
664,1085030,1,2017-12-20,,950923,37,2,GBP
443,1085030,2,2017-12-20,,950923,37,6,GBP
29,1086001,1,2017-12-21,,348521,9,2,CAD
1698,1086002,1,2017-12-21,,414238,20,2,EUR
1648,1086002,2,2017-12-21,,414238,20,1,EUR
100,1086002,3,2017-12-21,,414238,20,1,EUR
103,1086003,1,2017-12-21,,1531794,56,8,USD
1139,1086004,1,2017-12-21,,1109178,40,3,GBP
2101,1086004,2,2017-12-21,,1109178,40,2,GBP
1836,1086004,3,2017-12-21,,1109178,40,3,GBP
384,1086004,4,2017-12-21,,1109178,40,1,GBP
2180,1086005,1,2017-12-21,,1814434,47,1,USD
1602,1086006,1,2017-12-21,,781865,29,4,EUR
451,1086006,2,2017-12-21,,781865,29,2,EUR
100,1086006,3,2017-12-21,,781865,29,4,EUR
1573,1086007,1,2017-12-21,,1057356,36,3,GBP
375,1086007,2,2017-12-21,,1057356,36,2,GBP
1529,1086007,3,2017-12-21,,1057356,36,3,GBP
1616,1086008,1,2017-12-21,2017-12-23,2055641,0,1,USD
74,1086009,1,2017-12-21,,650898,14,1,EUR
544,1086010,1,2017-12-21,,1328055,47,1,USD
1774,1086010,2,2017-12-21,,1328055,47,6,USD
557,1086012,1,2017-12-21,,497789,27,2,EUR
541,1086012,2,2017-12-21,,497789,27,4,EUR
435,1086012,3,2017-12-21,,497789,27,3,EUR
52,1086012,4,2017-12-21,,497789,27,3,EUR
1897,1086012,5,2017-12-21,,497789,27,7,EUR
662,1086012,6,2017-12-21,,497789,27,6,EUR
630,1086012,7,2017-12-21,,497789,27,2,EUR
1455,1086013,1,2017-12-21,,1580459,43,7,USD
732,1086013,2,2017-12-21,,1580459,43,3,USD
1,1086015,1,2017-12-21,,1236601,59,1,USD
1462,1086016,1,2017-12-21,,1778037,55,5,USD
750,1086017,1,2017-12-21,,412041,23,10,EUR
439,1086017,2,2017-12-21,,412041,23,1,EUR
1937,1086018,1,2017-12-21,2017-12-25,837526,0,7,EUR
87,1086020,1,2017-12-21,,541128,22,6,EUR
1046,1086021,1,2017-12-21,2017-12-27,927628,0,4,GBP
28,1086021,2,2017-12-21,2017-12-27,927628,0,10,GBP
828,1086021,4,2017-12-21,2017-12-27,927628,0,2,GBP
1834,1086022,1,2017-12-21,,1358765,43,8,USD
2075,1086022,2,2017-12-21,,1358765,43,2,USD
80,1086022,3,2017-12-21,,1358765,43,2,USD
2155,1086022,4,2017-12-21,,1358765,43,1,USD
80,1086023,1,2017-12-21,,1971893,45,6,USD
188,1086023,3,2017-12-21,,1971893,45,7,USD
74,1086023,4,2017-12-21,,1971893,45,1,USD
1594,1086025,1,2017-12-21,,307023,8,1,CAD
1840,1086026,1,2017-12-21,,239571,9,2,CAD
1123,1086026,2,2017-12-21,,239571,9,7,CAD
829,1086026,3,2017-12-21,,239571,9,1,CAD
1308,1086026,4,2017-12-21,,239571,9,4,CAD
724,1086027,1,2017-12-21,2017-12-25,1991339,0,10,USD
1770,1086028,1,2017-12-21,,727285,30,2,EUR
1562,1086028,2,2017-12-21,,727285,30,2,EUR
134,1086029,1,2017-12-21,,1205636,51,2,USD
2102,1086029,2,2017-12-21,,1205636,51,5,USD
863,1086030,1,2017-12-21,,1947876,64,1,USD
1646,1086030,2,2017-12-21,,1947876,64,2,USD
340,1086030,3,2017-12-21,,1947876,64,3,USD
88,1086030,4,2017-12-21,,1947876,64,1,USD
49,1086030,5,2017-12-21,,1947876,64,8,USD
1393,1086030,6,2017-12-21,,1947876,64,1,USD
1624,1086031,1,2017-12-21,2017-12-24,39582,0,10,AUD
2118,1086032,1,2017-12-21,2017-12-31,856895,0,10,EUR
2130,1086033,1,2017-12-21,,1719777,48,3,USD
1395,1086033,2,2017-12-21,,1719777,48,4,USD
1250,1086033,3,2017-12-21,,1719777,48,7,USD
73,1086033,4,2017-12-21,,1719777,48,2,USD
449,1086034,1,2017-12-21,2017-12-27,1457192,0,1,USD
847,1086034,2,2017-12-21,2017-12-27,1457192,0,1,USD
1609,1086034,3,2017-12-21,2017-12-27,1457192,0,7,USD
1600,1086035,1,2017-12-21,2017-12-28,143972,0,3,AUD
21,1086035,2,2017-12-21,2017-12-28,143972,0,6,AUD
56,1086036,1,2017-12-21,,1038132,36,3,GBP
1466,1086036,2,2017-12-21,,1038132,36,2,GBP
1331,1086036,3,2017-12-21,,1038132,36,3,GBP
108,1087000,1,2017-12-22,,454774,24,2,EUR
1204,1087000,2,2017-12-22,,454774,24,1,EUR
72,1087001,1,2017-12-22,,1472188,57,9,USD
109,1087001,2,2017-12-22,,1472188,57,1,USD
1639,1087002,1,2017-12-22,,288497,9,2,CAD
2494,1087004,1,2017-12-22,2017-12-29,431309,0,2,EUR
1494,1087004,2,2017-12-22,2017-12-29,431309,0,1,EUR
115,1087004,3,2017-12-22,2017-12-29,431309,0,9,EUR
403,1087005,1,2017-12-22,,1338272,56,1,USD
542,1087006,1,2017-12-22,,1098298,42,1,GBP
2413,1087006,2,2017-12-22,,1098298,42,1,GBP
1813,1087007,1,2017-12-22,,1618288,63,1,USD
1555,1087008,1,2017-12-22,,233698,9,3,CAD
60,1087008,2,2017-12-22,,233698,9,2,CAD
143,1087008,3,2017-12-22,,233698,9,3,CAD
1775,1087008,4,2017-12-22,,233698,9,2,CAD
1575,1087008,5,2017-12-22,,233698,9,4,CAD
2095,1087008,6,2017-12-22,,233698,9,5,CAD
455,1087008,7,2017-12-22,,233698,9,1,CAD
182,1087009,1,2017-12-22,,649370,15,3,EUR
1579,1087009,2,2017-12-22,,649370,15,1,EUR
177,1087010,1,2017-12-22,,1358700,57,7,USD
441,1087011,1,2017-12-22,,1830367,44,5,USD
1194,1087013,1,2017-12-22,2017-12-28,585610,0,1,EUR
1620,1087014,1,2017-12-22,,245739,8,1,CAD
1655,1087014,2,2017-12-22,,245739,8,1,CAD
2317,1087014,3,2017-12-22,,245739,8,3,CAD
1625,1087014,4,2017-12-22,,245739,8,7,CAD
1498,1087015,1,2017-12-22,2017-12-28,1591113,0,3,USD
456,1087015,2,2017-12-22,2017-12-28,1591113,0,3,USD
1039,1087015,3,2017-12-22,2017-12-28,1591113,0,3,USD
1976,1087016,1,2017-12-22,,837870,32,1,EUR
1660,1087016,2,2017-12-22,,837870,32,1,EUR
15,1087016,3,2017-12-22,,837870,32,2,EUR
1482,1087018,1,2017-12-22,,1100184,41,3,GBP
1641,1087018,2,2017-12-22,,1100184,41,1,GBP
49,1087018,3,2017-12-22,,1100184,41,1,GBP
98,1087018,4,2017-12-22,,1100184,41,7,GBP
1586,1087019,1,2017-12-22,,1592128,48,3,USD
1698,1087019,2,2017-12-22,,1592128,48,5,USD
1594,1087020,1,2017-12-22,,1084570,42,2,GBP
1629,1087020,2,2017-12-22,,1084570,42,6,GBP
1700,1087020,3,2017-12-22,,1084570,42,3,GBP
1497,1087020,4,2017-12-22,,1084570,42,3,GBP
1833,1087021,1,2017-12-22,,1865468,59,1,USD
1408,1087022,1,2017-12-22,,1958543,64,1,USD
1574,1087022,2,2017-12-22,,1958543,64,2,USD
1294,1087023,1,2017-12-22,,980080,37,1,GBP
1194,1087023,2,2017-12-22,,980080,37,2,GBP
916,1087024,1,2017-12-22,,553207,19,3,EUR
424,1087024,2,2017-12-22,,553207,19,3,EUR
1605,1087025,1,2017-12-22,,1456247,56,3,USD
76,1088000,1,2017-12-23,2017-12-27,2031446,0,4,USD
1318,1088001,1,2017-12-23,2017-12-26,1060423,0,1,GBP
2031,1088001,2,2017-12-23,2017-12-26,1060423,0,2,GBP
1321,1088001,3,2017-12-23,2017-12-26,1060423,0,3,GBP
1644,1088002,1,2017-12-23,,608441,12,5,EUR
359,1088002,2,2017-12-23,,608441,12,2,EUR
1652,1088002,3,2017-12-23,,608441,12,5,EUR
1651,1088003,1,2017-12-23,2017-12-24,1909589,0,1,USD
74,1088003,2,2017-12-23,2017-12-24,1909589,0,3,USD
2415,1088004,1,2017-12-23,,548802,27,1,EUR
345,1088005,1,2017-12-23,,1448404,48,1,USD
457,1088006,1,2017-12-23,,1987593,45,1,USD
2508,1088006,2,2017-12-23,,1987593,45,4,USD
1109,1088006,3,2017-12-23,,1987593,45,2,USD
51,1088007,1,2017-12-23,2017-12-27,1938588,0,4,USD
1579,1088007,2,2017-12-23,2017-12-27,1938588,0,1,USD
2490,1088007,3,2017-12-23,2017-12-27,1938588,0,1,USD
428,1088008,1,2017-12-23,,1460077,47,1,USD
2491,1088008,2,2017-12-23,,1460077,47,2,USD
1597,1088008,3,2017-12-23,,1460077,47,3,USD
1277,1088009,1,2017-12-23,,1398804,50,3,USD
511,1088009,2,2017-12-23,,1398804,50,10,USD
564,1088010,1,2017-12-23,2017-12-24,261356,0,10,CAD
434,1088010,2,2017-12-23,2017-12-24,261356,0,5,CAD
451,1088011,1,2017-12-23,2017-12-31,1260058,0,1,USD
452,1088011,2,2017-12-23,2017-12-31,1260058,0,4,USD
462,1088012,1,2017-12-23,,269340,8,6,CAD
740,1088012,2,2017-12-23,,269340,8,1,CAD
2154,1088013,1,2017-12-23,,1403355,61,1,USD
29,1088013,2,2017-12-23,,1403355,61,5,USD
2258,1088013,4,2017-12-23,,1403355,61,1,USD
1654,1088013,5,2017-12-23,,1403355,61,1,USD
48,1088015,1,2017-12-23,2017-12-30,1590619,0,5,USD
542,1088016,1,2017-12-23,2017-12-26,634317,0,2,EUR
4,1088017,1,2017-12-23,2017-12-28,1754112,0,4,USD
561,1088018,1,2017-12-23,,1970893,61,6,USD
79,1088018,2,2017-12-23,,1970893,61,1,USD
1678,1088018,3,2017-12-23,,1970893,61,6,USD
780,1088018,4,2017-12-23,,1970893,61,3,USD
113,1088018,5,2017-12-23,,1970893,61,3,USD
1327,1088018,6,2017-12-23,,1970893,61,6,USD
1370,1088018,7,2017-12-23,,1970893,61,2,USD
838,1088020,1,2017-12-23,,751446,29,7,EUR
1423,1088021,1,2017-12-23,,1899970,56,4,USD
1475,1088021,2,2017-12-23,,1899970,56,3,USD
2019,1088021,3,2017-12-23,,1899970,56,1,USD
1640,1088023,1,2017-12-23,2017-12-28,373120,0,7,CAD
430,1088024,1,2017-12-23,,1118097,42,5,GBP
48,1088024,2,2017-12-23,,1118097,42,10,GBP
65,1088024,3,2017-12-23,,1118097,42,1,GBP
1454,1088025,1,2017-12-23,,1292482,48,4,USD
1021,1088025,2,2017-12-23,,1292482,48,3,USD
369,1088025,3,2017-12-23,,1292482,48,8,USD
2271,1088026,1,2017-12-23,,217405,10,5,CAD
1622,1088027,1,2017-12-23,,1635587,65,9,USD
83,1088027,2,2017-12-23,,1635587,65,1,USD
2089,1088028,1,2017-12-23,,1444672,47,5,USD
111,1088029,1,2017-12-23,,1781561,65,1,USD
1637,1088030,1,2017-12-23,,1144172,36,7,GBP
1643,1088031,1,2017-12-23,,1537589,51,4,USD
1601,1088031,2,2017-12-23,,1537589,51,2,USD
2495,1088032,1,2017-12-23,,910064,38,7,GBP
54,1088033,1,2017-12-23,,1996019,53,8,USD
1999,1088033,2,2017-12-23,,1996019,53,2,USD
88,1088033,3,2017-12-23,,1996019,53,2,USD
1471,1088033,4,2017-12-23,,1996019,53,2,USD
955,1088034,1,2017-12-23,2017-12-28,1738685,0,1,USD
1631,1088034,2,2017-12-23,2017-12-28,1738685,0,3,USD
101,1088034,3,2017-12-23,2017-12-28,1738685,0,5,USD
2110,1088034,4,2017-12-23,2017-12-28,1738685,0,4,USD
1741,1088034,5,2017-12-23,2017-12-28,1738685,0,6,USD
2491,1088034,6,2017-12-23,2017-12-28,1738685,0,2,USD
124,1088034,7,2017-12-23,2017-12-28,1738685,0,2,USD
1589,1088036,1,2017-12-23,,1025909,36,1,GBP
456,1088036,2,2017-12-23,,1025909,36,6,GBP
1429,1088038,1,2017-12-23,2017-12-28,1749311,0,3,USD
1725,1088038,2,2017-12-23,2017-12-28,1749311,0,3,USD
74,1088038,3,2017-12-23,2017-12-28,1749311,0,3,USD
1108,1088039,1,2017-12-23,,1862622,45,1,USD
90,1088039,2,2017-12-23,,1862622,45,5,USD
1516,1088039,3,2017-12-23,,1862622,45,2,USD
441,1088041,1,2017-12-23,,1813536,54,4,USD
1416,1088041,2,2017-12-23,,1813536,54,2,USD
17,1088041,3,2017-12-23,,1813536,54,8,USD
1640,1088042,1,2017-12-23,2017-12-30,140389,0,1,AUD
428,1088043,1,2017-12-23,,1535508,57,6,USD
66,1088043,2,2017-12-23,,1535508,57,1,USD
453,1088045,1,2017-12-23,,1127690,42,1,GBP
1799,1088045,2,2017-12-23,,1127690,42,3,GBP
617,1088045,3,2017-12-23,,1127690,42,6,GBP
2099,1088046,1,2017-12-23,2017-12-29,813943,0,7,EUR
1910,1088046,2,2017-12-23,2017-12-29,813943,0,3,EUR
829,1088046,3,2017-12-23,2017-12-29,813943,0,1,EUR
1270,1088047,1,2017-12-23,2017-12-26,971427,0,3,GBP
1935,1088047,2,2017-12-23,2017-12-26,971427,0,2,GBP
133,1088047,3,2017-12-23,2017-12-26,971427,0,2,GBP
1603,1088048,1,2017-12-23,,302571,8,3,CAD
1369,1088048,2,2017-12-23,,302571,8,2,CAD
17,1089000,1,2017-12-24,,2091204,50,2,USD
733,1089000,2,2017-12-24,,2091204,50,1,USD
2083,1089001,1,2017-12-24,,2061855,54,1,USD
1541,1089003,1,2017-12-24,,2095742,48,3,USD
483,1089003,2,2017-12-24,,2095742,48,1,USD
2109,1090000,1,2017-12-25,,1849306,56,6,USD
2048,1090000,2,2017-12-25,,1849306,56,1,USD
1889,1090000,3,2017-12-25,,1849306,56,1,USD
1184,1090001,1,2017-12-25,,1778282,59,5,USD
48,1090001,2,2017-12-25,,1778282,59,5,USD
159,1090001,3,2017-12-25,,1778282,59,4,USD
2146,1090002,1,2017-12-25,,1673423,51,1,USD
422,1090002,2,2017-12-25,,1673423,51,8,USD
648,1090002,3,2017-12-25,,1673423,51,2,USD
456,1090002,4,2017-12-25,,1673423,51,1,USD
1674,1090002,5,2017-12-25,,1673423,51,1,USD
104,1090002,6,2017-12-25,,1673423,51,2,USD
1789,1090003,1,2017-12-25,,999198,41,1,GBP
2509,1090003,2,2017-12-25,,999198,41,1,GBP
2103,1090003,3,2017-12-25,,999198,41,3,GBP
435,1090003,4,2017-12-25,,999198,41,6,GBP
2006,1090003,5,2017-12-25,,999198,41,6,GBP
1252,1090003,6,2017-12-25,,999198,41,3,GBP
768,1090003,7,2017-12-25,,999198,41,2,GBP
1733,1090004,1,2017-12-25,,1482039,43,2,USD
1645,1090005,1,2017-12-25,,822180,31,1,EUR
2483,1090006,1,2017-12-25,2017-12-30,1865399,0,6,USD
1414,1090006,2,2017-12-25,2017-12-30,1865399,0,3,USD
2158,1090007,1,2017-12-25,2017-12-29,1381883,0,2,USD
70,1090008,1,2017-12-25,,1365154,53,4,USD
421,1090008,2,2017-12-25,,1365154,53,2,USD
2089,1090009,1,2017-12-25,,528361,24,10,EUR
885,1090009,2,2017-12-25,,528361,24,3,EUR
449,1090011,1,2017-12-25,,946857,40,3,GBP
123,1090011,2,2017-12-25,,946857,40,2,GBP
